Adress_agence,CodePostal_agence,Non_agence,Pays,Price,Tel_agence,Titre_annonce,Ville,m2_total,url
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 2,450,000",351282353019,Villa,Lagos ,399,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/18552515/
" Rua Ivens, 42 - ChiadoLISBONNE ",, INFANTE & RIU,Portugal,"€ 1,650,000",+351 218 962 018 - +33 (0)7 51 32 15 13,Apartment,Lisbon ,200.6,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/18126237/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 999,000",351282353019,Villa,Lagoa ,295,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/18552507/
 4 rue de Saint VictorGeneve ,, EMILE GARCIN - SUISSE,Switzerland,"€ 1,291,000",+41 22 702 02 30,House with pool,Arzier-Le Muids ,160,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-switzerland/18558257/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 340,000",351282353019,Apartment,Lagos ,111,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/16325151/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 950,000",351214659600,House with pool,Caxias ,300,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/12003128/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 1,450,000",+212 (0)5 24 31 42 42,Villa,Marrakesh ,1200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/15121999/
 4 rue de Saint VictorGeneve ,, EMILE GARCIN - SUISSE,Switzerland,,+41 22 702 02 30,House,Lutry ,500,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-switzerland/17362229/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 395,000",351282353019,Apartment,Loulé ,119,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/18566867/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 795,000",34684458333,Guest room,Málaga ,700,https://properties.lefigaro.com/announces/bed+and+breakfast-real+estate-properties+for+sale-spain/18560739/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 590,000",351214659600,Property with pool,Estremoz ,237,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-portugal/16457879/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,450,000",+39 02 8707 8300,Villa,Lari ,550,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140759/
 CH - 3963 CRANS-MONTANA ,3963, TRADITION CHALET SA,Switzerland,"€ 2,855,000",+41 79 625 61 41,Apartment,Geneva ,300,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-switzerland/18585239/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 1,180,000",+212 (0)5 24 31 42 42,Villa,Marrakesh ,850,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/18224235/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 2,800,000",351214659600,Villa with pool,Cascais e Estoril ,426,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12003144/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 1,980,000",351214659600,Villa with pool,Cascais e Estoril ,,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/14275981/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 2,050,000",+212 (0)5 24 31 42 42,Villa,Marrakesh ,970,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/14898695/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 1,800,000",351915492561,House with garden,Alte ,810,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528069/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 4,950,000",351214659600,Villa with pool,Caxias ,745,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/14403767/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 1,385,000",34684458333,Villa with pool and garden,Marbella ,265,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/14618821/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 1,195,000",351915492561,House with garden,Faro District ,690,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528071/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 1,200,000",351915492561,House with garden,Faro District ,451,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528079/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 1,100,000",351915492561,House with garden,Faro District ,440,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528077/
 Frankrijklei 93 ,, Antwerp Sotheby's International Realty,Belgium,"€ 1,095,000",+32 (0)47 53 98 68,Apartment with terrace,Antwerp ,290,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17990745/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 1,250,000",351915492561,House with garden,Faro District ,393.5,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528081/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 930,000",351915492561,House with garden,Faro ,480,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528087/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 595,000",351282353019,Apartment,Lagos ,236,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/17655799/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,700,000",+39 02 8707 8300,Villa,Pescaglia ,2320,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141211/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 2,950,000",351915492561,House with garden,Faro District ,560,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528085/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,250,000",+39 02 8707 8300,Apartment,Varese ,232,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17362495/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 595,000",351282353019,Villa,Lagos ,276,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/18294715/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 750,000",351915492561,House with garden,Faro District ,269,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528073/
" C\ Riera, 6 ",, CORREDOR MATO,Spain,,34972620016,Seaside property with pool,Begur ,,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/18528517/
 Rua Manuel Dos Santos VaquinhasLote 107 - r/chao EsquerdoLoule ,, INSIDE VILLAS,Portugal,"€ 1,200,000",351915492561,House with garden,Faro District ,615,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18528083/
" 212 avenue Mohamed V Immeuble Elite, N°7MARRAKECH ",, COTE SUD IMMOBILIER,Morocco,"€ 390,000",+33 6 30 96 50 46,Riad,Marrakesh ,8,https://properties.lefigaro.com/announces/riad-real+estate-properties+for+sale-morocco/18540675/
 3 rue Mercoeur 44000 Nantes ,44000, NANTES SOTHEBY'S INTERNATIONAL,Mauritius,"€ 560,009",+33 (0)6 69 16 86 34,Apartment,Goodlands ,243,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-mauritius/13225103/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 440,000",351282353019,Villa,Silves ,200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170012/
" 124/1 Moo 1, Bophut, Koh SamuiSurat Thani ",," KASA PMC Co., LTD",Thailand,"€ 340,500",66949368586,Villa with pool and garden,Ko Samui ,250,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-thailand/18491275/
" C\ Riera, 6 ",, CORREDOR MATO,Spain,,34972620016,House,Begur ,12,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-spain/18492919/
" C\ Riera, 6 ",, CORREDOR MATO,Spain,,34972620016,Mas,Begur ,907,https://properties.lefigaro.com/announces/mas-real+estate-properties+for+sale-spain/18491357/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 1,078,000",351214659600,Apartment,Lisbon ,87,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/18313707/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 2,525,000",351214659600,Apartment,Lisbon ,189,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/16624935/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 1,850,000",351214659600,House with pool,Cascais e Estoril ,,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/14822483/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 5,300,000",+212 (0)5 24 31 42 42,Property,Marrakesh ,1000,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-morocco/18490027/
 3 rue Mercoeur 44000 Nantes ,44000, NANTES SOTHEBY'S INTERNATIONAL,Mauritius,"€ 833,000",+33 (0)6 69 16 86 34,Villa,Goodlands ,279,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-mauritius/13225101/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 2,590,000",351282353019,Villa,Lagoa ,620,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/13398783/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 1,300,000",351214659600,Apartment with pool,Cascais e Estoril ,188,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/15306575/
 4 rue de Saint VictorGeneve ,, EMILE GARCIN - SUISSE,Switzerland,,+41 22 702 02 30,House,Vandœuvres ,1000,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-switzerland/18068149/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 578,000",351214659600,Apartment,Lisbon ,63,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/18012211/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 3,900,000",351214659600,Property with pool,Alcabideche ,550,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-portugal/12002813/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 2,100,000",351214659600,Villa with pool,Cascais e Estoril ,,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/18302683/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 690,000",351214659600,Villa with pool,Alcabideche ,278,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/16550083/
 Port Grimaud1 Place des ArtisansB.P. 10110 83310 Grimaud ,83310, IMMOBILIERE DE LA CITE,Mauritius,"€ 322,500",04 94 56 03 17,Apartment with terrace and pool,Rivière Noire District ,135,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-mauritius/17178463/
" C\ Riera, 6 ",, CORREDOR MATO,Spain,,34972620016,Mas,Llafranc ,475,https://properties.lefigaro.com/announces/mas-real+estate-properties+for+sale-spain/18513929/
69001 Lyon 1er ,69001, PARTHENA CONSEIL,Thailand,"€ 1,150,000",06 81 99 31 58,House,Thalang District ,680,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-thailand/18502649/
,, EMILE GARCIN - BRUXELLES,Belgium,"€ 950,000",+32 (0)22 01 94 00,House with pool and terrace,Braine-l'Alleud ,300,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/18503663/
 Estrada das Escaxinas Edifício Irbosol 1ºandarAlmancil ,, A1 ALGARVE REAL ESTATE,Portuga,"€ 2,950,000",351910660900,Property,Portugal,,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-portugal/18031839/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 950,000",+39 02 8707 8300,Apartment,Milan ,176,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141189/
 4 rue de Saint VictorGeneve ,, EMILE GARCIN - SUISSE,Switzerland,"€ 4,785,000",+41 22 702 02 30,House with terrace,Bellevue ,1200,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-switzerland/18414107/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,150,000",+39 02 8707 8300,Villa,Lucca ,2500,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141365/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Villa,Cantarana ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/18414901/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 1,245,000",351 274 67 27 30,Farm house with garden,Elvas ,2735,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/17980269/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,300,000",+39 02 8707 8300,Villa,Revislate ,300,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/18414897/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 1,600,000",+212 (0)5 24 31 42 42,Villa,Marrakesh ,980,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/18435635/
 128 rue du Faubourg Saint Honoré 75008 Paris 8th ,75008, ATHENA ADVISERS,Spain,,+33(0)1 86 65 50 00,Property,Majorca ,,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/18031447/
" C\ Riera, 6 ",, CORREDOR MATO,Spain,,34972620016,Seaside property with pool,Tamariu ,270,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/17401015/
" C\ Riera, 6 ",, CORREDOR MATO,Spain,,34972620016,Seaside property with pool,Tamariu ,375,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/17400967/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 280,000",+212 (0)5 24 31 42 42,Property,Marrakesh ,350,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-morocco/18460969/
" 124/1 Moo 1, Bophut, Koh SamuiSurat Thani ",," KASA PMC Co., LTD",Thailand,"€ 396,900",66949368586,Villa with pool and garden,Ko Samui ,305,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-thailand/18446729/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 270,000",+212 (0)5 24 31 42 42,House,Essaouira ,180,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-morocco/18460967/
" Calle La Cuesta 11A, Punta Mujeres, Lanzarote, Iles Canaries ",, SONIA DAKHLI,Spain,"€ 440,000",07 60 84 44 64,Villa,Canary Islands ,200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/18044781/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 530,000",+212 (0)5 24 31 42 42,House,Essaouira ,340,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-morocco/18460975/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 450,000",+212 (0)5 24 31 42 42,House,Essaouira ,450,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-morocco/18460965/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 590,000",351282353019,Villa,Lagoa ,273,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/18471351/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 339,000",+212 (0)5 24 31 42 42,Apartment,Marrakesh ,144,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-morocco/18476949/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 625,000",+212 (0)5 24 31 42 42,Villa,Essaouira ,450,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/18460971/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 547,500",351214659600,Villa with pool,Alcabideche ,254,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/17640225/
 6 Rue HoudhoudMARRAKECH ,, EMILE GARCIN - MARRAKECH,Morocco,"€ 900,000",+212 (0)5 24 31 42 42,Property,Essaouira ,750,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-morocco/18460973/
 Frankrijklei 93 ,, Antwerp Sotheby's International Realty,Belgium,"€ 1,550,000",+32 (0)47 53 25 73,Farm house,Merchtem ,525,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-belgium/18342223/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,900,000",+39 02 8707 8300,Villa,Gera Lario ,600,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141071/
